GeoFIPS.x,GeoName,Region.x,TableName,LineCode,IndustryClassification.x,Description,Unit,2017,2018,2019,2020,2021,2022,GeoFIPS.y,Region.y,ComponentId,ComponentName,IndustryId,IndustryClassification.y,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
01000,Alabama,5,SAGDP2N,54,524,Insurance carriers and related activities,Millions of current dollars,4800.3,5042.6,4979.3,5432.1,5493.4,6454.5,01000,5,200,Gross domestic product (GDP) by state,54,524,1673,1823,1854,1988,2223,2264,2383,2408,2911,3261,3286,3175,3262,3202,3558,3493,3587,3973,(NA)
01000,Alabama,5,SAGDP2N,55,525,"Funds, trusts, and other financial vehicles",Millions of current dollars,7.5,1.7,4.3,2.3,28.6,29.5,01000,5,200,Gross domestic product (GDP) by state,55,525,20,45,50,50,23,30,36,44,109,141,132,125,116,93,99,194,174,144,(NA)
01000,Alabama,5,SAGDP2N,56,53,Real estate and rental and leasing,Millions of current dollars,24539,25424.8,26961.8,27602.5,30020.6,32383.7,01000,5,200,Gross domestic product (GDP) by state,56,53,9970,10275,11220,11878,13020,13743,13506,14011,14322,15143,16418,17335,17784,18601,19673,20049,20223,20540,21502
01000,Alabama,5,SAGDP2N,57,531,Real estate,Millions of current dollars,22778.9,23711.6,24966.2,25416.9,27532.8,29620.4,01000,5,200,Gross domestic product (GDP) by state,57,531,8969,9208,10043,10605,11675,12298,12039,12591,12768,13145,14447,15336,16091,16979,18070,18310,18476,18715,(NA)
01000,Alabama,5,SAGDP2N,59,"54,55,56",Professional and business services,Millions of current dollars,20996.8,22081.2,23138.1,23339.2,25358.8,27774.9,01000,5,200,Gross domestic product (GDP) by state,59,"54, 55, 56",7419,8122,8672,9066,9560,10236,11295,12157,12924,13926,14895,16020,15936,16588,17002,17300,17571,17818,18556
01000,Alabama,5,SAGDP2N,60,54,"Professional, scientific, and technical services",Millions of current dollars,13123.6,13930,14526.1,15015.9,15977,17458,01000,5,200,Gross domestic product (GDP) by state,60,54,4828,5379,5748,5940,6233,6719,7375,7894,8174,8860,9358,10333,10363,10308,10523,10581,10742,10874,11407
01000,Alabama,5,SAGDP2N,61,5411,Legal services,Millions of current dollars,2645.1,2716.8,2768.6,2694.7,2956.1,3088.1,01000,5,200,Gross domestic product (GDP) by state,61,5411,1136,1249,1289,1342,1442,1492,1657,1782,1782,1848,1955,2202,2134,2015,2149,2059,2113,2113,(NA)
01000,Alabama,5,SAGDP2N,62,5415,Computer systems design and related services,Millions of current dollars,2857.4,3153.5,3205,3336.6,3320.3,3554.9,01000,5,200,Gross domestic product (GDP) by state,62,5415,676,843,933,933,1082,1163,1259,1314,1449,1517,1744,2051,2237,2227,2274,2385,2425,2439,(NA)
01000,Alabama,5,SAGDP2N,63,"5412-5414,5416-5419","Miscellaneous professional, scientific, and technical services",Millions of current dollars,7621.1,8059.7,8552.5,8984.7,9700.6,10815,01000,5,200,Gross domestic product (GDP) by state,63,"5412-5414, 5416-5419",3016,3287,3526,3665,3709,4065,4459,4798,4943,5496,5659,6080,5992,6066,6100,6137,6204,6323,(NA)
01000,Alabama,5,SAGDP2N,64,55,Management of companies and enterprises,Millions of current dollars,2168.8,2123.3,2217.3,2124.3,2302.7,2433,01000,5,200,Gross domestic product (GDP) by state,64,55,643,547,581,613,685,727,906,1066,1148,1303,1465,1436,1508,1682,1768,1871,1857,1784,1781
01000,Alabama,5,SAGDP2N,66,561,Administrative and support services,Millions of current dollars,5189.1,5482.3,5805.8,5563.4,6334.8,7012.6,01000,5,200,Gross domestic product (GDP) by state,66,561,1748,1988,2128,2302,2431,2568,2760,2947,3330,3517,3699,3870,3662,3962,4218,4393,4533,4713,(NA)
01000,Alabama,5,SAGDP2N,67,562,Waste management and remediation services,Millions of current dollars,515.4,545.7,588.9,635.6,744.3,871.4,01000,5,200,Gross domestic product (GDP) by state,67,562,200,207,215,211,213,221,254,250,272,246,373,380,403,636,494,455,440,447,(NA)
01000,Alabama,5,SAGDP2N,68,"61,62","Educational services, health care, and social assistance",Millions of current dollars,17452,18090.6,19217,19036.3,20415.7,21522.4,01000,5,200,Gross domestic product (GDP) by state,68,"61, 62",6809,7302,7524,7933,8286,8904,9279,10038,10633,11354,11739,12423,13079,13367,13731,13976,14330,14763,15678
01000,Alabama,5,SAGDP2N,69,61,Educational services,Millions of current dollars,1317.9,1309.1,1371.5,1251.4,1303,1411.1,01000,5,200,Gross domestic product (GDP) by state,69,61,423,445,489,519,511,551,590,671,679,731,812,820,904,942,964,999,1005,1052,1067
01000,Alabama,5,SAGDP2N,70,62,Health care and social assistance,Millions of current dollars,16134.1,16781.6,17845.5,17784.9,19112.7,20111.3,01000,5,200,Gross domestic product (GDP) by state,70,62,6386,6857,7035,7414,7774,8353,8689,9367,9954,10623,10927,11603,12176,12426,12767,12977,13325,13711,14610
01000,Alabama,5,SAGDP2N,71,621,Ambulatory health care services,Millions of current dollars,9516.1,9857.9,10490,10230.6,11270.1,11619.8,01000,5,200,Gross domestic product (GDP) by state,71,621,3715,4100,4170,4339,4517,4769,4989,5351,5795,6153,6316,6744,7107,7270,7469,7617,7860,8088,(NA)
01000,Alabama,5,SAGDP2N,74,624,Social assistance,Millions of current dollars,799.5,807.8,858.6,850.8,926.9,1120.4,01000,5,200,Gross domestic product (GDP) by state,73,624,411,437,472,502,478,535,580,573,597,635,634,661,673,687,661,672,699,731,(NA)
01000,Alabama,5,SAGDP2N,75,"71,72","Arts, entertainment, recreation, accommodation, and food services",Millions of current dollars,6935.1,7188.8,7542.4,6610.9,8432.7,9711.8,01000,5,200,Gross domestic product (GDP) by state,74,"71, 72",2547,2759,3009,3141,3235,3389,3535,3696,4047,4295,4452,4420,4455,4580,4747,5154,5402,5855,6184
01000,Alabama,5,SAGDP2N,76,71,"Arts, entertainment, and recreation",Millions of current dollars,774.1,837.5,875.9,672.5,946.1,1235.4,01000,5,200,Gross domestic product (GDP) by state,75,71,398,420,444,454,442,465,483,497,534,556,603,596,582,546,541,596,633,655,696
01000,Alabama,5,SAGDP2N,77,711-712,"Performing arts, spectator sports, museums, and related activities",Millions of current dollars,321.4,332.9,352.5,245.8,350.2,546.2,01000,5,200,Gross domestic product (GDP) by state,76,711-712,123,159,155,167,180,194,202,199,206,214,212,220,212,175,170,212,229,231,(NA)
01000,Alabama,5,SAGDP2N,79,72,Accommodation and food services,Millions of current dollars,6161.1,6351.4,6666.6,5938.3,7486.7,8476.5,01000,5,200,Gross domestic product (GDP) by state,78,72,2149,2339,2565,2687,2793,2925,3052,3199,3513,3739,3849,3824,3873,4033,4206,4559,4769,5200,5488
01000,Alabama,5,SAGDP2N,80,721,Accommodation,Millions of current dollars,1088.8,1081.6,1112.5,859,1205.8,1469.1,01000,5,200,Gross domestic product (GDP) by state,79,721,369,421,461,501,480,493,488,514,648,711,697,655,613,642,689,730,763,814,(NA)
01000,Alabama,5,SAGDP2N,81,722,Food services and drinking places,Millions of current dollars,5072.3,5269.8,5554,5079.3,6280.9,7007.3,01000,5,200,Gross domestic product (GDP) by state,80,722,1780,1918,2103,2186,2314,2432,2564,2685,2865,3028,3152,3168,3261,3392,3517,3828,4006,4386,(NA)
01000,Alabama,5,SAGDP2N,84,...,Federal civilian,Millions of current dollars,8586.4,8791,9019.8,9305.8,9699.7,10316.3,01000,5,200,Gross domestic product (GDP) by state,83,...,4552,4799,4874,4817,4480,5238,5523,5764,6110,6389,6658,6671,7193,7533,7880,7751,7692,7986,(NA)
01000,Alabama,5,SAGDP2N,86,...,State and local,Millions of current dollars,22703.1,23292.6,24220.3,25344,26197,27723.5,01000,5,200,Gross domestic product (GDP) by state,85,...,10697,11167,11928,12612,13338,13771,14529,15272,16057,16739,18328,19112,19743,20110,20279,20363,20273,20963,(NA)
01000,Alabama,5,SAGDP2N,87,"11,21",Natural resources and mining,Millions of current dollars,4380.4,4424.3,3840.8,3123.2,4821.9,5806.9,01000,5,200,Gross domestic product (GDP) by state,86,"11, 21",3104,3177,3122,3022,3392,2806,3794,4890,5401,5040,5345,6001,5189,5766,5356,5505,6630,6052,5466
01000,Alabama,5,SAGDP2N,88,"42,44-45",Trade,Millions of current dollars,27869,28889.7,30378.8,32316,36246.9,38596,01000,5,200,Gross domestic product (GDP) by state,87,"42, 44-45",15673,16558,16900,17320,16848,17204,18047,19172,21063,22191,22476,22506,21661,22183,22536,23152,23911,25016,25894
01000,Alabama,5,SAGDP2N,89,"22,48-49",Transportation and utilities,Millions of current dollars,12207.3,12845.3,13099.3,13060,15204.1,17287.6,01000,5,200,Gross domestic product (GDP) by state,88,...,5844,6213,6575,6806,6845,6725,7081,7772,8023,8925,9115,9378,9341,10127,10529,10069,10090,10479,10627
02000,Alaska,8,SAGDP2N,1,...,All industry total,Millions of current dollars,53550.9,54762,54469.9,51261.5,58646,65698.8,02000,8,200,Gross domestic product (GDP) by state,1,...,25446,24030,24684,26853,28553,29763,32039,35195,40063,44679,49197,55461,50463,54134,58759,60890,59762,58253,52747
02000,Alaska,8,SAGDP2N,2,...,Private industries,Millions of current dollars,42616.9,43356.8,42995.3,39812.2,47177.9,53839.3,02000,8,200,Gross domestic product (GDP) by state,2,...,20284,18776,19293,21235,22642,23363,25190,28041,32475,36737,40919,46889,41387,44742,48851,50592,49764,47879,42246
02000,Alaska,8,SAGDP2N,4,111-112,Farms,Millions of current dollars,14.7,15.1,13.6,11.2,16.3,7.5,02000,8,200,Gross domestic product (GDP) by state,4,111-112,25,25,25,29,28,28,20,20,20,18,16,9,12,13,12,17,15,18,(NA)
02000,Alaska,8,SAGDP2N,5,113-115,"Forestry, fishing, and related activities",Millions of current dollars,424.7,422.8,447.9,389.2,372.4,464.1,02000,8,200,Gross domestic product (GDP) by state,5,113-115,346,317,341,395,323,295,338,320,367,397,374,438,457,544,634,581,603,601,(NA)
02000,Alaska,8,SAGDP2N,7,211,Oil and gas extraction,Millions of current dollars,5283.7,5478.9,4116.1,2730.3,5841.4,8489.9,02000,8,200,Gross domestic product (GDP) by state,7,211,4680,2182,2407,3491,2930,3694,4344,6154,9092,11277,13283,18178,12196,13445,16496,17399,15564,12867,(NA)
02000,Alaska,8,SAGDP2N,9,213,Support activities for mining,Millions of current dollars,1067.6,1191.2,1225.6,890.8,835.6,953.7,02000,8,200,Gross domestic product (GDP) by state,9,213,505,576,403,615,892,660,614,670,770,1206,1367,1616,1461,1567,1677,1763,1724,1819,(NA)
02000,Alaska,8,SAGDP2N,10,22,Utilities,Millions of current dollars,791.7,809.5,827.4,923.7,1036.9,1046.3,02000,8,200,Gross domestic product (GDP) by state,10,22,409,386,426,419,423,405,435,463,465,531,525,547,611,647,730,647,666,715,802
02000,Alaska,8,SAGDP2N,11,23,Construction,Millions of current dollars,2445,2573.8,2764.6,2721.2,2721,2800.8,02000,8,200,Gross domestic product (GDP) by state,11,23,1123,1142,1200,1272,1426,1547,1718,1853,2046,2040,2123,2102,2224,2197,2129,2117,2030,2144,2229
02000,Alaska,8,SAGDP2N,12,31-33,Manufacturing,Millions of current dollars,1726.5,1366.6,1475.8,1294,1456.7,1662,02000,8,200,Gross domestic product (GDP) by state,12,31-33,896,1154,903,869,980,961,1147,1274,1313,1441,1590,1396,1493,1155,1030,1060,1423,1522,1569
02000,Alaska,8,SAGDP2N,13,"321,327-339",Durable goods manufacturing,Millions of current dollars,228,222.1,231,207.1,231,260.2,02000,8,200,Gross domestic product (GDP) by state,13,...,108,114,108,110,114,115,132,142,164,168,186,183,187,173,157,186,208,197,214
02000,Alaska,8,SAGDP2N,18,333,Machinery manufacturing,Millions of current dollars,13.3,11,12.9,11.7,16.9,14,02000,8,200,Gross domestic product (GDP) by state,18,333,5,7,5,5,3,7,6,5,6,6,8,9,12,12,10,8,10,10,(NA)
02000,Alaska,8,SAGDP2N,21,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",Millions of current dollars,4.2,4.2,5.8,5.4,3,2.9,02000,8,200,Gross domestic product (GDP) by state,21,3361-3363,3,4,3,1,1,1,1,2,2,2,2,2,1,4,3,3,4,4,(NA)
02000,Alaska,8,SAGDP2N,22,"3364-3466,3369",Other transportation equipment manufacturing,Millions of current dollars,46.9,53.1,55.4,44,59,67.2,02000,8,200,Gross domestic product (GDP) by state,22,"3364-3366, 3369",4,4,5,6,5,6,7,8,10,9,14,15,19,19,16,18,19,17,(NA)
02000,Alaska,8,SAGDP2N,24,339,Miscellaneous manufacturing,Millions of current dollars,9.3,10.3,10,9.2,9.3,14.5,02000,8,200,Gross domestic product (GDP) by state,24,339,9,8,8,7,7,7,8,8,9,9,9,11,11,10,9,8,13,10,(NA)
02000,Alaska,8,SAGDP2N,25,"311-316,322-326",Nondurable goods manufacturing,Millions of current dollars,1498.5,1144.5,1244.8,1086.8,1225.8,1401.8,02000,8,200,Gross domestic product (GDP) by state,25,...,789,1040,794,760,866,846,1015,1131,1150,1273,1404,1213,1306,982,873,874,1215,1325,1356
02000,Alaska,8,SAGDP2N,27,313-314,Textile mills and textile product mills,Millions of current dollars,4.6,4.2,2.2,1.8,1.9,2.3,02000,8,200,Gross domestic product (GDP) by state,27,313-314,4,6,6,6,1,3,2,5,6,6,6,6,6,6,5,5,6,7,(NA)
02000,Alaska,8,SAGDP2N,30,323,Printing and related support activities,Millions of current dollars,21.7,22.4,21.9,16.7,17.1,19.7,02000,8,200,Gross domestic product (GDP) by state,30,323,18,19,21,21,22,22,23,22,22,23,23,25,24,23,24,24,25,21,(NA)
02000,Alaska,8,SAGDP2N,31,324,Petroleum and coal products manufacturing,Millions of current dollars,586.3,333.6,384.6,287.8,333.5,452.7,02000,8,200,Gross domestic product (GDP) by state,31,324,276,527,282,325,405,396,540,597,570,582,677,555,468,335,284,238,437,543,(NA)
02000,Alaska,8,SAGDP2N,33,326,Plastics and rubber products manufacturing,Millions of current dollars,7.2,6.4,5.7,5.3,4.7,5.8,02000,8,200,Gross domestic product (GDP) by state,33,326,5,4,4,4,9,8,8,9,10,11,12,12,15,13,10,10,10,10,(NA)
02000,Alaska,8,SAGDP2N,34,42,Wholesale trade,Millions of current dollars,1285.8,1385.4,1542.2,1446.1,1580,1695.4,02000,8,200,Gross domestic product (GDP) by state,34,42,700,732,748,766,742,728,745,826,900,999,1068,1108,1034,1119,1139,1157,1241,1259,1267
02000,Alaska,8,SAGDP2N,35,44-45,Retail trade,Millions of current dollars,2428.4,2522.2,2651.5,2772.1,3026.6,3179.2,02000,8,200,Gross domestic product (GDP) by state,35,44-45,1385,1495,1545,1547,1645,1744,1819,1780,1883,1893,1908,1902,1989,2044,2067,2111,2151,2198,2264
02000,Alaska,8,SAGDP2N,36,48-49,Transportation and warehousing,Millions of current dollars,7180.2,7397.3,7447.8,6904.3,8384.5,9667.6,02000,8,200,Gross domestic product (GDP) by state,36,48-49,2641,2795,2849,2808,3733,3087,3216,3399,3420,3742,4261,4760,4295,5198,5078,5474,5644,5800,5878
02000,Alaska,8,SAGDP2N,37,481,Air transportation,Millions of current dollars,922.5,925.8,985,639.3,865.1,1335.5,02000,8,200,Gross domestic product (GDP) by state,37,481,444,473,481,503,455,521,576,665,676,642,722,658,645,615,673,656,707,731,(NA)
02000,Alaska,8,SAGDP2N,38,482,Rail transportation,Millions of current dollars,0,0,0,0,0,0,02000,8,200,Gross domestic product (GDP) by state,38,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(NA)
02000,Alaska,8,SAGDP2N,39,483,Water transportation,Millions of current dollars,293.5,314.9,336.4,290.6,379.6,430.4,02000,8,200,Gross domestic product (GDP) by state,39,483,58,65,73,101,101,93,120,134,132,177,190,215,221,252,244,264,306,336,(NA)
02000,Alaska,8,SAGDP2N,40,484,Truck transportation,Millions of current dollars,317.6,334.6,363.4,367.2,383.1,432.6,02000,8,200,Gross domestic product (GDP) by state,40,484,160,167,169,177,193,206,216,233,259,283,291,285,294,303,316,318,337,313,(NA)
02000,Alaska,8,SAGDP2N,41,485,Transit and ground passenger transportation,Millions of current dollars,124.9,118.4,119,93.3,115.6,132.6,02000,8,200,Gross domestic product (GDP) by state,41,485,61,67,73,74,68,72,82,91,90,100,98,104,101,104,106,113,131,133,(NA)
02000,Alaska,8,SAGDP2N,42,486,Pipeline transportation,Millions of current dollars,4615.1,4740.3,4652.7,4508.5,5546.4,6083.3,02000,8,200,Gross domestic product (GDP) by state,42,486,1550,1636,1688,1549,2472,1742,1765,1786,1641,1884,2297,2756,2255,3082,2844,3216,3258,3415,(NA)
02000,Alaska,8,SAGDP2N,43,"487-488,492",Other transportation and support activities,Millions of current dollars,871.1,926,954.7,975.9,1068.4,1221.4,02000,8,200,Gross domestic product (GDP) by state,43,"487-488, 492",350,356,345,389,429,442,434,465,591,628,633,707,742,803,854,858,856,826,(NA)
02000,Alaska,8,SAGDP2N,44,493,Warehousing and storage,Millions of current dollars,35.5,37.3,36.6,29.5,26.4,31.8,02000,8,200,Gross domestic product (GDP) by state,44,493,18,31,21,15,15,11,23,26,31,28,30,36,37,39,39,49,47,46,(NA)
02000,Alaska,8,SAGDP2N,45,51,Information,Millions of current dollars,1329.2,1132.4,1223.5,1198.6,1423.9,1515.8,02000,8,200,Gross domestic product (GDP) by state,45,51,646,697,724,786,775,851,901,1001,1092,1102,1137,1171,1061,1055,1135,1178,1289,1280,1364
02000,Alaska,8,SAGDP2N,47,512,Motion picture and sound recording industries,Millions of current dollars,27.6,25.5,25.6,22,33.9,40.9,02000,8,200,Gross domestic product (GDP) by state,47,512,14,19,23,22,18,27,21,28,18,19,23,25,32,30,23,24,28,25,(NA)
